index,text,Sentiment,Political,Ideology,Immigration,Macroeconomic,National_Security,Crime,Civil_Rights,Environment,Education,Health_Care,Governance,No_Policy_Content,Asks_for_Donation,Asks_you_to_watch_something_share_something_follow_something,Misc,Makes_a_Factual_or_Verifiable_Claim,Expresses_an_Opinion
800,we need to repeal dodd frank as soon as possible gopdebate foxbusinessdebate marcomoment,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
801, carlyfiorina i have advised the cia the nsa the departments of defense state and homeland security ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
802,carlyfiorina opening statement gopdebate carly2016,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
803, doriskgoodwin realdonaldtrump doesn t understand what temperament is ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
804, guycecil discusses his hero grandmother mary lee riley amp how her courage led him to support hillaryclinton,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
805,hillaryclinton has always supported women s rights especially access to healthcare standwithpp pinkout hrc365,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
806, karlrove s back in iowa to attack hillaryclinton just liked he attacked president obama,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
807, nrsc memo suggests gop resigned to realdonaldtrump as nominee ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
808, realdonaldtrump continues to walk all over the gop in this weeks fridayhottakes ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
809, stevecase why im voting for hillaryclinton,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
810, hillaryclinton has the right idea on fixing americas broken infrastructure ,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
811, bluster and bigotry are not credentials for becoming commander in chief hillaryclinton listen up jebbush ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
812,give em hill campaign targeted towards millennial women 15sec ads on fb instagram amp preroll,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
813, i am closer to common sense we are going to repeal obamacare donald trump gopdebate,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
814, i am here with hillary clinton tonight because she is a leader and a mother who will say our children s names ,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
815,if hillary were a man she d have been president 25 years ago pattisolisdoyle,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
816, they got caught now they got double caught this is horrible and shame on the cruz campaign greta,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
817,amykremer thrilled having jessebenton on the team can bring together diverse patriots across the movement 2 rally behind trump,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
818, carolde you should join the trumptrain sign up today ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
819,jamesplake721,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
820, pawservative help realdonaldtrump buildthewall,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
821, sansines ethanol subsidies and the renewable fuel standard are not good for america causes prices of food to sky rocket ,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
822, byefelicia,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
823, donaldtrump is using our veterans in a sick and twisted way i hope iowacaucus lets him know dumptrump,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
824, jeb is most qualified to run for potus and a majority of voters agree millennialsrising,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
825, trump just fumbled one of the first moments in which he had to make an important decision in front of voters ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
826, trump wow ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
827, trumplies,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
828,weneeddebate omalley2016,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
829,as governor scottwalker s budget defunded planned parenthood defundpp walker16,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
830,bannon is described as a loudmouth bully who cons his way into positions of power a perfect match for trump ,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
831,birmingham news hillaryclinton chides walter energy executives for taking bonuses eliminating miner healthcare,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
832,can you be a fiscal conservative if you don t conserve all the money gopdebate standwithrand,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
833,citigroup a trump victory in november could cause a global recession,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
834,citing her experience amp commitment to educators thescea recommends hillaryclinton for president,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
835,does realdonaldtrump really believe he can be president america is just playing with him right now ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
836,either they win or we win marco rubio will speak for america ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
837,establishment is worried about tedcruz getting more debate time rt his key quotes if you agree ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
838,farmers feed america trump will make it great again share this with all your farmer friends trumptrain maga,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
839,have you seen this adorable video of carlyfiorina amp puppies by ijdotcom watch here ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
840,how many have to die before the gop wakes up to gun violence in america share this powerful story ,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
841,be courageou together imagine this  fullrepeal,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
844,i have made billions of dollars in business making deals now i m going to make our country rich again ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
845,in case you missed it horowitz on why trump will win trump2016,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
846,it should be no surprise that realdonaldtrump is as ignorant abt constitutional law as he is about everything else ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
847,it s time to heal america after 8 years of division vote ben vote for america winbenwin,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
848,join the 12 virginia mayors who are with hillaryclinton,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
849,join us at our first town hall event featuring bobbyjindal in des moines tomorrow rsvp here ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
850,national journal marcorubio says his money troubles are just like yours thats not quite true,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
851,new virginia poll chrischristie beats hillary 47 42 head to head,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
852,news update what i learned from executing two men the average citizen will never look a death row prisoner i ,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
853,now that tgowdysc s housebenghazi panel is at rock bottom we re ready for what s next from the gop ,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
854,priorities is reserving roughly 70 million in tv ads to begin after the convention amp run through general election,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
855,rand paul here s why we should audit the fed,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
856,republicans praise hillaryclinton until she runs for president ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
857,rt berniesanders it s not a radical idea to say a single mother should be earning enough money to take care of her kids debatewithbernie,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
858,rt catblackfrazier this gt ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
859,rt chadhgriffin thanks to wyojudyshepard guycecil and prioritiesusa for speaking out against realdonaldtrump s hateful and dangerous,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
860,rt chalkartist pagpac okay here is why i m with govmikehuckabee ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
861,rt chenueher tedcruz takes the stage and gets a standing ovation starts off talking about late justice scalia 13newsnow,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
862,rt clpaavola carlyfiorina on guns we need to enforce existing laws carly2016 is right obama s executive order won t work https t,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
863,rt dannydevito the new york times is bought and sold you can t buy bernie we need bernie ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
864,rt dcexaminer realbencarson protect your computer like you protect your gun,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
865,rt foxbusiness realbencarson right now the united states of america is the patient and the patient is in critical condition gopdeb,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
866,rt foxnews candy carson after giving up my husband for 40 years to medicine i didn t really want to lose him to campaigning but i m be,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
867,rt fredhorne5 lessgovmorefun tedcruz45 peddoc63 a man who loved america and stood for what he loved greatly missed,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
868,rt govmikehuckabee great to see my good friend danpatrick at our campaign fundraiser yesterday ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
869,rt hillaryclinton last night trump chose to talk about his deep admiration and support for putin maybe he did it with a smile https ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
870,rt iowa4bernie get involved at,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
871,rt lizalive5 arrived marcorubio at north charleston rally,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
872,rt marcorubio last night i talked with megynkelly about my conservative record and our momentum coming into new hampshire watch https ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
873,rt mtl media megynkelly billoreilly the only journalist with integrity to call the cruzfraud in iowacaucus as misconduct against ben,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
874,rt realbencarson read my carsonflattax by clicking here ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
875,rt reignitepromise when the going gets tough the trump walks away cruzcrew iacaucus,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
876,rt reignitepromise worth noting during the gopdebate tedcruz leading among evangelical pastors ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
877,rt rmconservative so is rubio saying immigrants not assimilating is the new normal and we should be fine with that nrisummit15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
878,rt sixersoldman you are correct martinomalley we need more debates omalleyforia,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
879,rt tedcruz heritage action released its presidential platform review cruzcrew see what it says ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
880,rt tedcruz i hope you ll watch my dad share his story amp his profound hope for amp belief in american exceptionalism ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
881,rt tedcruz we need your help join us ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
882,rt thebriefing2016 shorter marco rubio gopdebate,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
883,rt thebriefing2016 you don t make america great by getting rid of everything that made america great in the first place,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
884,rt thetxembassy ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
885,rt tombevanrcp carlyfiorina in ankeny stand w me fight w me vote for me ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
886,rt if you agree that tgowdysc should stop raising money off the deaths of four americans in benghazi,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
887,rt this if you think realdonaldtrump will bring back american greatness ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
888,san jose mercury news jengranholm republicans protect terror suspects access to guns,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
889,scott walker s healthcare plan would restrain health costs while giving people more options ,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
890,scott walker s plan eliminates power of big government federal unions heritageactionforum walker16,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
891,see americans this what we are dealing with good people cruzcrew tedcruz tedcruz2016,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
892,share if you think hillary clinton is the absolute worst ,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
893,so many people are showing up to see marco rubio that they cant fit them all inside thats marcomentum,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
894,study realdonaldtrump would raise taxes on millions of middle class families ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
895,support graham to be the candidate of real choice ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
896,tell gopleader and tgowdysc to end this political smear campaign against hillaryclinton now ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
897,the limit of realdonaldtrump s extremism does not exist goptownhall,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
898,the polls have come out and once again ben carson is the most popular winbenwin,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
899,watch america leads releases new ad lead,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
900,what would we call frank fiorina first frank i guess i ve had frank all my life i think i m going to keep it ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
901, gop candidates refusal to stand up to realdonaldtrump shows exactly why they are all wrongforus,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
902, gop presidential hopefuls show once again why they are wrong on gun violence,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
903, gopleader finally admits what we ve known a long time housebenghazi is playing politics ,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
904, hillaryclinton has a bold vision for the future of america s renewable power ,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
905, hillaryclinton has been fighting for comprehensive immigration reform for years ,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
906, hillaryclinton recounts her days as a public school student ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
907, hillaryclinton s strategy to make it in america ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
908, jdickerson walker is the boldest republican candidate running ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
909, marcorubio has trouble answering questions with specifics ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
910, neatoday trump s behavior greenlights bullying and bigotry in our schools ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
911, nytpolitics realdonaldtrump is forcing tedcruz to rewrite his playbook,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
912, politico realdonaldtrump s muslim comments seen hurting the american brand ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
913, randpaul we are not projecting power from bankruptcy court gopdebate standwithrand randrally,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
914, realbencarson s policies put him to the right of conservative icon ronald reagan,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
915, realdonaldtrump pulls out of gop debate when things don t go his way and no one is surprised,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
916, tedcruz dems relentless in pursuing their principles gop leadership reflexively surrenders defundpp ,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
917, if we lose american dream we will stop being a special country if we elect hillary clinton we lose american dream marcorubio,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
918,born2beamerican slone good to know that trump doesn t consider democrats as shady that ll look good to the voters,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
919, bretbaier johnrobertsfox clintoncash excellent show cruzcrew ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
920,geraldt03 tedcruz have a snickers you re not yourself when you re hungry,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
921, jackpolakoff you should join the trumptrain sign up today ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
922,jakayla4pres why are you with someone who lied to the american people you should get on the trumptrain,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
923, jonvoight joined foxandfriends about greatamericapac bus tour for realdonaldtrump trumpmentum,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
924, lashxoxo here s what he actually said but if spreading trump lies makes you feel better go ahead ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
925, icymi watch jasonmillerindc s trump s senior comms director train wreck of an interview on meetthepress,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
926, news unlike their parents black millennials arent a lock for clinton,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
927, prolifedayofsilence,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
928, trump hit a new low with this four pinocchio fact check rating ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
929, trump on profiling muslims it s common sense ,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
930,a 15 year old girl asked hillaryclinton about body image this was hillary s powerful response,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
931,a brief guide to the flood of allegations women have made against realdonaldtrump ,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
932,a good night for trump and a better night for hillaryclinton ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
933,a lot of candidates say the right things about protecting life but no candidate has done more to protect unborn life ,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
934,a strong national defense also means a foreign policy of moral clarity ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
935,aids activist allidablack says hillaryclinton has championed all the issues she s spent her life trying to tackle ,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
936,as maine goes so goes the nation abolish superdelegate voting dominance over the rest of us,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
937,as maine goes so goes the nation abolish superdelegate voting dominance over the rest of us sign here ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
938,carson has officially registered to be on the ballot in arkansas winbenwin,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
939,did you know carlyfiorina led the charge to provide transparency and protection for e commerce consumers,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
940,dr rand paul believes in liberty what do you believe in randpaul standwithrand presidentpaul,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
941,fact check lt general michael flynn gopconvention,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
942,fmr benghazi investigator suing tgowdysc for firing him and making false statements about it ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
943,for the record debate watch party at lindsey s house its our eighth to last chance to ca ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
944,frank fiorina will join danabashcnn tomorrow on cnn at 6 50 a m et be sure to tune in carly2016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
945,gop must build the biggest tent amp the strongest governing strategy just as ronald reagan would have advised dallasnews for johnkasich,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
946,has the party of lincoln just nominated a racist to be president ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
947,icymi carlyfiorina was on greta tonight watch it here ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
948,in case you ve forgotten how bad bobbyjindal s state of the union response in 2009 was tcot standwithrand tbt,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
949,it s been 366 days since trump rode down the escalator so here are 366 trumplies,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
950,marco rubio took on the establishment and won watch now to see why he will lead us into a new american century ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
951,ok cruzcrew take a second and vote please we can t let an anti american socialist win trusted tedcruz2016,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
952,poll in a four way race clinton leads trump 46 35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
953,prescription drug costs not a concern for the gop,-1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
954,reminder housebenghazi is still a joke the benghazihearings proved it watch ,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
955,rt alicetweet congrats to govmikehuckabee for grandbaby 5 sarahhuckabee amp sanders bryan welcomed sweet baby george this am,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
956,rt bpolitics carly fiorina wants the us to bring back the warrior class in the isis fight,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
957,rt brandyzadrozny donald trump loves women ,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
958,rt crnc time calling carlyfiorina the winner of the undercard debate teamcarly crazyforcarly,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
959,rt crystaldiane82 picking up my copy of realbencarson new book can t wait for the book signing draftrunbenrun booksamillion http,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
960,rt dloesch trump is mad at cruz for criticizing trumps pro partial birth supporting planned parenthood defending sister judge gopdeba,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
961,rt foxbusiness gm pays more taxes to china than to the u s ,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
962,rt gneumann wkow scottwalker leads the first illinois republican primary poll of 2015 from ppppolls realdonaldtrump 2nd,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
963,rt greta realbencarson s advice for himself listen to your heart and not to the pundits otr greta foxnews,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
964,rt hillaryclinton a man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes debatenight,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
965,rt hillaryclinton america never stopped being great our mission is to make america whole ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
966,rt hillaryclinton on oct 16 1916 planned parenthood opened their first health center and changed life for women in america here s to,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
967,rt icareeguns wwii veteran caucusfortrump,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
968,rt jacklarimer have issues w va or tricare questions about ptsd or tbi tweet kaytiesalas your questions tcot ccot usmc army,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
969,rt johnjharwood this from brianbeutler is important trying to make jebbush look indifferent to mass murder is just wrong ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
970,rt justinbarasky marco rubio celebrating today w another lie ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
971,rt kfaulders so someone carved realbencarson a pumpkin and hand delivered it to him at signing reads heal inspire revive https ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
972,rt lindseygrahamsc if i m potus and you join isil you re going to get killed or captured ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
973,rt loudandliberal genfwdpac representing for o malley at the wingding in cedar rapids iacaucus martinomalley2016 ilovepolitics htt,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
974,rt merrifield sd11 proud to support bernie supermonday,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
975,rt nh1news 2016 news realbencarson campaign tells nh1news dr carson will be in nh later this week nhpolitics fitn via steinhause,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
976,rt randstudents tune in to the randrally now ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
977,rt realbencarson ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
978,rt realbencarson our politics has become about attacking one another and not the issues there s a difference between truth and tearing d,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
979,rt reignitepromise realdonaldtrump also bragged about making money off of politicians definition of insider gopdebate foxdebate htt,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
980,rt rickwtyler ted cruz dc establishment terrified by grassroots conservatives fueling campaign with small dollar donations http t,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
981,rt stevearnold1610 presidential hopeful dr ben carson coming to north myrtle beach sc dec 22,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
982,rt thebriefing2016 hillary is committed to addressing inequalities in education economic opportunity and our justice system,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
983,rt thebriefing2016 maybe his affection for outsourcing was just a momentary lapse of judgment a lapse that lasted years,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
984,rt vannadougie i just donated 25 to great america pac help today,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
985,see who s calling marco the uber candidate ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
986,so tedcruz says he stands for your rights but he won t standwithrand patriotact,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
987,the fences that were there were not manned these are the types of fences that when i was little didn t slow us down i don t see any,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
988,the first dnc debate is fast approaching don t wait until oct 13 to learn about berniesanders feelthebern,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
989,the principled realism of rand paul,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
990,the trumps have some interesting ideas of party unity rncincle,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
991,these republicans wonder if realdonaldtrump is too dangerous to handle the nuclear codes,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
992,this country needs a focused disciplined leader that is solution oriented blufftontoday,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
993,trump i don t want to be right you re not trumplies,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
994,turns out it wasnt just pam bondi ,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
995,watch secupp shoot sporting clays with scott walker via cnn ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
996,watch our friday hottakes where the entire week felt like a giant april fool s joke but wasnt ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
997,watch fact checking trump during debatenight,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
998,carlyfiorina takes question from man who was taught by carly s father at meredith town hall carly2016 fitn nhpolitics,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
999, hillaryclinton has a plan to raise american incomes including the minimumwage ,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1000, hillaryclinton has put forward real amp achievable ideas to keep the aca moving forward ,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1001, hillaryclinton is going after wells fargo again ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1002, hillaryclinton pledged to champion new federal laws banning discrimination against gays and lesbians ,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
