,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src
75,WOW! The ONE candidate on stage who opposes the budget sell out is being shut out of the debate #StandWithRand @RandPaul #CNBCGOPDebate,659539289517260800,10/29/2015 1:16:34,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,brittanyemily
76,".@CarlyFiorina ""We must defeat ISIS and put America back in the leadership business with an effective cybersecurity strategy"" #IowaTech2016",674033050217508864,12/8/2015 1:09:36,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
77,".@CarlyFiorina Instead of @HillaryClinton calling for more laws, why dont we enforce the laws that we have"" https://t.co/HroSU2JxX9",672467848376090624,12/3/2015 17:30:03,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
78,.@HillaryClinton holds 56-point lead in SC https://t.co/VbTcD9uo8j via @jessebyrnes,662311945429606400,11/5/2015 16:54:07,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
79,.@marcorubio calls out @tedcruz on national security https://t.co/SczBHtxU7r,673912859320033280,12/7/2015 17:12:01,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,christianbrittany
80,.@orlandosentinel becomes the most recent newspaper to endorse @HillaryClinton for president. https://t.co/LGuw6YCqiC,787796767798505472,10/16/2016 23:26:00,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
81,.@PolitiFact's 2015 Lie of the Year: @realDonaldTrump's many misstatements https://t.co/TboT08hsEP,679027821667160064,12/21/2015 19:57:03,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
82,".@realDonaldTrump claims Clinton wants to put miners and steelworkers out of work. Not true.
https://t.co/gOzhV97MvA #TrumpLies",771376054929850368,9/1/2016 15:55:57,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany ,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
83,".@tedcruz's vision of America is extreme, dangerous, and wrong. #CruzControl
https://t.co/8kSrSvA9iX",687768338437517312,1/14/2016 22:48:44,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
84,".@WMUR9: Scott Walker ""drew a huge crowd"" at his first stop as a candidate in New Hampshire.  https://t.co/YosU7bigmV #FITN #Walker16",621849067325378560,7/17/2015 1:09:05,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
85,"""@HillaryClinton is the only candidate...who truly understands the struggles African American families face."" https://t.co/gvMa0fUkdH",700088648167923712,2/17/2016 22:45:15,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany ,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
86,"""I think that putting a wife to work is a very dangerous thing."" - @realDonaldTrump
WATCH: https://t.co/209uXoAxcY",775894601680891904,9/14/2016 3:11:03,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
87,"""Millennials have never witnessed politics devoid of toxicity. Anxiety, not optimism, rules the day."" http://t.co/9uFerI6mJb",629332248848900096,8/6/2015 16:44:35,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
88,@BernieSanders Bernie Sanders Maine has Abolished #Superdelegate dominance. #DNC should follow. Sign: https://t.co/hd2tgvcyQ8,732331102640214016,5/16/2016 22:05:15,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,christian,christianbrittany
89,@Penningtons5 Get your FREE #CrookedHillary bumper sticker today! https://t.co/fPLtgFc5ix,778999321224056832,9/22/2016 16:48:05,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
90,#News Election Update: Reports Of A Clinton Rebound Have Been Greatly Exaggerated https://t.co/mSZcBOaKSW,778965058449772544,9/22/2016 14:31:57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
91,"#News Now, a response to the celebrity 'Save The Day' vote video https://t.co/DLxlGuEph1",782668094154108928,10/2/2016 19:46:29,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
92,#TrumpTrain we are so close to 4K followers. Will you help us get there???,758503270469861376,7/28/2016 3:24:06,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christian,christianbrittany
93,And yet Ted Cruz had the highest bump in numbers following the #GOPDebate  https://t.co/sULPgOqELJ,630765548268331008,8/10/2015 15:40:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
94,Ben Carson is going on a book tour. Be sure to see him as he comes to your city or state! http://t.co/8dh9UMeIEz,648649936494399488,9/29/2015 0:06:10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,christianbrittany
95,Ben Carson is in first place in Page County #WinBenWin,694342139468091392,2/2/2016 2:10:40,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
96,Bernie Sanders' record on immigration isn't a good one: https://t.co/yzDxZc8fYh via @MariaTCardona,700787082784968704,2/19/2016 21:00:35,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
97,Did @realDonaldTrump just allude to guns rights activists taking care of Hillary Clinton? https://t.co/xGd6zZ2UBz,763091591426875392,8/9/2016 19:16:27,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
98,Do you want to MAKE AMERICA GREAT AGAIN? RT this petition and help us elect @realDonaldTrump to the White House! https://t.co/atc4La32on,757970012892176384,7/26/2016 16:05:08,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christian,christianbrittany
99,Documents show #Trump's claim used to get 9/11 funds was completely false: https://t.co/aB6gbSO9Qc #TrumpLies,775451437341958144,9/12/2016 21:50:04,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
100,"From @ESQPolitics: ""this latest iteration of The Clinton Rules is probably the most egregious one yet."" https://t.co/OokJU3qnM0",771839587131863040,9/2/2016 22:37:52,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
101,He is unqualified and unfit to be president. https://t.co/utnsFzhXQt,765298057713815552,8/15/2016 21:24:10,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
102,https://t.co/5LXs1xpNM5,674672916777164800,12/9/2015 19:32:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brittany ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,christianbrittany
103,https://t.co/8grP7d8Rls,681988091863629824,12/30/2015 0:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brittany ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,christianbrittany
104,I Agree with Bernie; What Do We Stand For? https://t.co/EsewdErxIj,736177744401321984,5/27/2016 12:50:26,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
105,I'm an intern not Ben Carson! https://t.co/4q1UW6jbLR,700852469564207104,2/20/2016 1:20:24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
106,"In the race for President, one candidate is very different from the others http://t.co/i2Z8cpJzFF",609375397558534144,6/12/2015 15:03:11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
107,"Marco Rubio inspired America last night. He is the only conservative who can win in November.
https://t.co/YvDIuKRkdi",698925945361555456,2/14/2016 17:45:05,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
108,"MUST READ by NH Rep. Herb Vadney, NH Rep. Peter J. Spanos, NH Rep. Brian Gallagher, NH Rep. George Hurt https://t.co/v4ppVBveQa #fitn",690677831412547584,1/22/2016 23:30:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
109,"New day, new @JebBush https://t.co/8hbri6b7GJ",662353417415868416,11/5/2015 19:38:55,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
110,"No, @realDonaldTrump, everybody can be great because everybody can serve. #GreaterThanTrump https://t.co/ReHQWnzjsx",736647748808646656,5/28/2016 19:58:04,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
111,"One Gold Star Mother's letter to America: ""I reject #Trump and leaders who support him."" https://t.co/UpD06sWKJi",761189501716668416,8/4/2016 13:18:14,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
112,"Reminder: @JebBush, @MarcoRubio, @RealBenCarson, @RealDonaldTrump @JohnKasich would all cut taxes for the wealthiest. #WrongForUs",696156641809559552,2/7/2016 2:20:52,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
113,"RT @ABC: .@RealBenCarson on #ZikaVirus: ""We need rapid response."" #GOPDebate https://t.co/iTHnNFoROv",696170452729761792,2/7/2016 3:15:44,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,christian,christianbrittany
114,RT @annadepstein: Snowy morning here in Derry with @CarlyFiorina! #fitn #Carly2016 https://t.co/Islx0qK1fT,688388835835691008,1/16/2016 15:54:22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
115,RT @BernieSanders: The truth is that no president alone can do what it takes to rebuild the middle class. We need a political revolution of,730933901682724864,5/13/2016 1:33:16,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
116,RT @DailyCaller: Congress Could Make US Retirees Shoulder Puerto Ricos Debt http://t.co/2OJIBoaVLY,593582369556172800,4/30/2015 1:07:19,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
117,RT @DavidBozell: Trump is the living breathing example of what a Nelson Muntz presidential run would look like. https://t.co/DLz3HO6Lye,703057932892688384,2/26/2016 3:24:08,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
118,"RT @FoxNews: .@RealBenCarson: ""We have people who get in their respective corners &amp; demonize eachother...there's no conversation. https://t",665287453943595008,11/13/2015 21:57:44,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
119,"RT @HillaryClinton: .@TimKaine's spent his whole life fighting for working families, so I have no doubt he'll do the same tonight. Go get '",783461695951863808,10/5/2016 0:19:58,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
120,"RT @jennybethm: ICYMI: My latest @WashTimes column: Its Time for Rubio, Kasich to get out of the race https://t.co/t4ROibaxNF #CruzCrew",707625327833563136,3/9/2016 17:53:19,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
121,"RT @JohnDrogin: Trump is a ""dealmaker who will capitulate"" AND ""very much wants to be liked."" Can you get more DC business as usual? https:",690423144595718144,1/22/2016 6:37:59,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
122,"RT @JohnnyCorbett3: Excited to be at the Northeast CR Summit next week spreading the word about @MillennialRise , big thank you to @NewHamp",639617203776581632,9/4/2015 1:53:19,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
123,RT @JordanMeehan: .@MartinOMalley's #100by50 plan is the best clean energy plan of any candidate! https://t.co/v26rfAV23e #DemForum   https,686736304407642112,1/12/2016 2:27:48,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,brittany ,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,christian,christianbrittany
124,"RT @Karee_news: @RedNationRising @WakeUpAmerica 
@Sp9825Micah @BringBackUS @tedcruz45 @ReigniteAmerica  https://t.co/cQDryiCoUu",600674031377911808,5/19/2015 14:47:03,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,christianbrittany
125,"RT @LadyLNorth: @recoveringlibrl @tedcruz45 @tedcruz ""DAMN!!  We had that state won, too!!"" said nobody at the Cruz campaign, ever.",688080300056772608,1/15/2016 19:28:22,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
126,RT @LaurenEthredge: @RealBenCarson Keep speaking truth! Those with a brain see the media bias. Keep pushing! #BC2DC16 #winbenwin #carson2016,676952696763629568,12/16/2015 2:31:14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
127,RT @megynkelly: Lots of reaction today to my exclusive interview with @JebBush. @brithume weighs in on #KellyFile now. http://t.co/q4LvgvMQ,598302080483209216,5/13/2015 1:41:46,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
128,"RT @PpollingNumbers: FAVORABLES among the republican IA voters:
Rubio 62/22 +40
Cruz 59/31 +28
Trump 50/39 +11
Bush 30/53 -23

#MonmouthUni",692424451456159744,1/27/2016 19:10:28,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
129,"RT @realDonaldTrump: Wow, @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders.",785982739488972800,10/11/2016 23:17:42,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
130,"RT @RMConservative: Yet, Dems are still opposed to the vote because it will insult Allah and the Supreme Leader and Obama. not kidding [2/2]",594144056092938240,5/1/2015 14:19:16,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
131,"RT @TeamCavuto: .@BobbyJindal: ""We have to change the direction of our country; Not enough to beat @HillaryClinton #GOPDebate https://t.co/",664234809099722752,11/11/2015 0:14:54,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
132,"RT @TeamTedCruz: ""Under @tedcruz's leadership we can put America back on the right track. - Congressman @danarohrabacher https://t.co/KbVc",667717390348652544,11/20/2015 14:53:26,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
133,RT @tedcruz: I'm running for President and I hope to earn your support! http://t.co/0UTqaIoytP,601268311335153664,5/21/2015 6:08:31,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
134,RT @tedcruz: Spotted outside of where we held a discussion with community leaders in Beaumont today https://t.co/4M3oa9S9yP http://t.co/Ww9,601072966781128704,5/20/2015 17:12:17,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
135,RT @tedcruz: The top priority for the Senate should be to stop a bad Iran deal. My amendment would ensure that it can: http://t.co/E9CtaJCE,593484351842705408,4/29/2015 18:37:50,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
136,"RT @TheBriefing2016: ""Hillary has proven that she will not only stand with the feminist community, but that our fight is her fight.""  https",692104017149829120,1/26/2016 21:57:11,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany ,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
137,"RT @TheBriefing2016: Donald Trump on Putin's alleged murder of journalists: 

""At least he's a leader."" 

https://t.co/ZrRr9EWbxW",755581741243465728,7/20/2016 1:54:59,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
138,RT @TheBriefing2016: Hillary Clinton called Donald Trump out for his hateful rhetoric. Here's what she said. https://t.co/u97lHtg86S,710819275263631360,3/18/2016 13:24:56,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
139,RT @TulsiGabbard: In case you missed this @Reuters poll: American voters trust @BernieSanders most to lead our military: https://t.co/02Ge4,711581640812859392,3/20/2016 15:54:18,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
140,RT @WilliamSGodfrey: This actually appears to be the first usage of the #FeelTheBern hashtag https://t.co/OUfsW50Va4,635238730966663168,8/22/2015 23:54:50,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
141,"RT @WSJPolitics: Cruz sends message to Rubio, Kasich: ""What needs to happen is that the field needs to continue to narrow"" Live blog: https",706269347543703552,3/6/2016 0:05:08,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
142,"Sec @HillaryClinton has proven herself as the fighter &amp; champion working people &amp; their families need in the WH"" https://t.co/ZzPNsOPVQt",701852347438407680,2/22/2016 19:33:34,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
143,"SHOT: #Trump says 1995 tax filing was result of ""one of the most brutal economic downturns in our country's history https://t.co/GShf6wlHKD",783051225184993280,10/3/2016 21:08:55,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
144,Ted Cruz Super PAC President: We Knocked on Over 100K Doors in South Carolina https://t.co/uvqlHOb1v3 #scprimary @reignitepromise,700060547576897536,2/17/2016 20:53:35,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
145,The GOP targeted @HillaryClinton more than they tackled the issues. #CNNDebate http://t.co/C3QKbpkHOW,644359140752527360,9/17/2015 3:56:05,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
146,"The GOPs soon-to-be VP nominee, everyone. https://t.co/QCRyqjsUfj",755146137959407616,7/18/2016 21:04:03,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
147,"Unlike the @GOP candidates, @HillaryClinton would uphold Roe v. Wade and stand with Planned Parenthood http://t.co/g4eUi3qHCY",644904055102382080,9/18/2015 16:01:23,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany ,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany
148,WE ARE THE UNITED STATES OF AMERICA -- MARK BURNS  #GOPconvention #RNCinCLE #TrumpIsWithYou,756280279480799232,7/22/2016 0:10:44,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany
149,"Will you be in the Lebanon, NH area tomorrow? See Carly Fiorina from  6:30pm  7:30pm ET  RSVP Here: https://t.co/Asezf48Eek #Carly2016",674264689728090112,12/8/2015 16:30:03,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,christianbrittany
150,WOW! https://t.co/b93fTTYV4h,644339345332113408,9/17/2015 2:37:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany
151,".@CarlyFiorina The more choices you give parents, the more chances you give their children. https://t.co/CEOz2vK1Fu #Carly2016",666972630256340992,11/18/2015 13:34:01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
152,".@INDems: @mike_pence has embarrassed Hoosiers, signed divisive laws and alienated businesses. https://t.co/Msv5I2nqyC #TrumpPence",754021976637747200,7/15/2016 18:37:02,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
153,.@NYDailyNews endorses @HillaryClinton in NY primary! https://t.co/M345SiSRI6,720289089610592256,4/13/2016 16:34:35,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
154,".@Oprah: ""What this says is, there is no ceiling, that ceiling just went boom! https://t.co/eCckFfbeqO",743521292586913792,6/16/2016 19:11:04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
